train_id,timestamp,sensor_type,fault,severity,description
T21,2025-08-06 11:41:43,door,no,low,door handle mechanism smooth
T21,2025-06-05 11:41:43,door,no,low,door handle mechanism smooth
T21,2025-07-09 11:41:43,door,no,low,door handle mechanism smooth
T22,2025-05-31 11:42:56,HVAC,yes,medium,fan bearing wear detected
T22,2025-08-08 11:42:56,HVAC,yes,medium,fan bearing wear detected
T22,2025-07-21 11:42:56,HVAC,yes,medium,fan bearing wear detected
T23,2025-08-26 11:43:18,signalling,yes,low,signal delay variance
T23,2025-07-06 11:43:18,signalling,yes,low,signal delay variance
T23,2025-05-26 11:43:18,signalling,yes,low,signal delay variance
T24,2025-07-11 11:44:31,power,yes,high,power supply instability
T24,2025-07-31 11:44:31,power,yes,high,power supply instability
T24,2025-09-02 11:44:31,power,yes,high,power supply instability
T25,2025-07-26 11:45:44,brake,yes,critical,air compressor failure
T25,2025-05-21 11:45:44,brake,yes,critical,air compressor failure
T25,2025-07-01 11:45:44,brake,yes,critical,air compressor failure
T01,2025-07-06 11:46:57,door,no,low,door photo-eye sensors clear
T01,2025-08-02 11:46:57,door,no,low,door photo-eye sensors clear
T01,2025-08-31 11:46:57,door,no,low,door photo-eye sensors clear
T02,2025-06-15 11:47:12,HVAC,no,low,temperature gradient normal
T02,2025-06-29 11:47:12,HVAC,no,low,temperature gradient normal
T02,2025-07-31 11:47:12,HVAC,no,low,temperature gradient normal
T03,2025-08-15 11:48:25,signalling,no,low,modulation depth correct
T03,2025-06-08 11:48:25,signalling,no,low,modulation depth correct
T03,2025-06-23 11:48:25,signalling,no,low,modulation depth correct
T04,2025-06-21 11:49:38,power,no,low,reactive power controlled
T04,2025-07-26 11:49:38,power,no,low,reactive power controlled
T04,2025-09-05 11:49:38,power,no,low,reactive power controlled
T05,2025-08-05 11:50:51,brake,no,low,brake valve timing accurate
T05,2025-05-31 11:50:51,brake,no,low,brake valve timing accurate
T05,2025-07-03 11:50:51,brake,no,low,brake valve timing accurate
T06,2025-06-12 11:51:17,door,yes,medium,door closer arm worn
T06,2025-08-18 11:51:17,door,yes,medium,door closer arm worn
T06,2025-07-29 11:51:17,door,yes,medium,door closer arm worn
T07,2025-08-26 11:52:30,HVAC,no,low,system pressure balanced
T07,2025-06-26 11:52:30,HVAC,no,low,system pressure balanced
T07,2025-06-05 11:52:30,HVAC,no,low,system pressure balanced
T08,2025-07-09 11:53:43,signalling,yes,critical,communication blackout
T08,2025-07-23 11:53:43,signalling,yes,critical,communication blackout
T08,2025-08-21 11:53:43,signalling,yes,critical,communication blackout
T09,2025-08-08 11:54:56,power,no,low,power consumption normal
T09,2025-05-26 11:54:56,power,no,low,power consumption normal
T09,2025-07-01 11:54:56,power,no,low,power consumption normal
T10,2025-06-18 11:55:18,brake,yes,high,brake rotor cracking
T10,2025-08-12 11:55:18,brake,yes,high,brake rotor cracking
T10,2025-07-21 11:55:18,brake,yes,high,brake rotor cracking
T11,2025-09-02 11:56:31,door,no,low,door weight distribution even
T11,2025-06-23 11:56:31,door,no,low,door weight distribution even
T11,2025-06-02 11:56:31,door,no,low,door weight distribution even
T12,2025-07-13 11:57:44,HVAC,yes,low,dust filter clogged
T12,2025-07-27 11:57:44,HVAC,yes,low,dust filter clogged
T12,2025-08-23 11:57:44,HVAC,yes,low,dust filter clogged
T13,2025-07-31 11:58:57,signalling,no,low,carrier wave stable
T13,2025-06-10 11:58:57,signalling,no,low,carrier wave stable
T13,2025-07-06 11:58:57,signalling,no,low,carrier wave stable
T14,2025-05-23 11:59:12,power,no,low,current balance maintained
T14,2025-08-15 11:59:12,power,no,low,current balance maintained
T14,2025-07-25 11:59:12,power,no,low,current balance maintained
T15,2025-08-29 12:00:25,brake,no,low,brake proportioning valve ok
T15,2025-07-03 12:00:25,brake,no,low,brake proportioning valve ok
T15,2025-05-29 12:00:25,brake,no,low,brake proportioning valve ok
T16,2025-07-16 12:01:38,door,no,low,door track lubrication adequate
T16,2025-08-04 12:01:38,door,no,low,door track lubrication adequate
T16,2025-09-08 12:01:38,door,no,low,door track lubrication adequate
T17,2025-08-02 12:02:51,HVAC,no,low,refrigeration cycle normal
T17,2025-06-15 12:02:51,HVAC,no,low,refrigeration cycle normal
T17,2025-06-26 12:02:51,HVAC,no,low,refrigeration cycle normal
T18,2025-06-08 12:03:17,signalling,yes,medium,network congestion
T18,2025-08-10 12:03:17,signalling,yes,medium,network congestion
T18,2025-07-23 12:03:17,signalling,yes,medium,network congestion
T19,2025-09-05 12:04:30,power,yes,critical,electrical fire detected
T19,2025-06-29 12:04:30,power,yes,critical,electrical fire detected
T19,2025-06-12 12:04:30,power,yes,critical,electrical fire detected
T20,2025-06-23 12:05:43,brake,no,low,brake torque sensor calibrated
T20,2025-07-29 12:05:43,brake,no,low,brake torque sensor calibrated
T20,2025-08-31 12:05:43,brake,no,low,brake torque sensor calibrated
T21,2025-08-06 12:06:56,door,yes,high,door frame deformation
T21,2025-06-05 12:06:56,door,yes,high,door frame deformation
T21,2025-07-09 12:06:56,door,yes,high,door frame deformation
T22,2025-05-31 12:07:18,HVAC,no,low,heat pump efficiency normal
T22,2025-08-08 12:07:18,HVAC,no,low,heat pump efficiency normal
T22,2025-07-21 12:07:18,HVAC,no,low,heat pump efficiency normal
T23,2025-08-26 12:08:31,signalling,no,low,timing synchronization locked
T23,2025-07-06 12:08:31,signalling,no,low,timing synchronization locked
T23,2025-05-26 12:08:31,signalling,no,low,timing synchronization locked
T24,2025-07-11 12:09:44,power,no,low,arc fault detection active
T24,2025-07-31 12:09:44,power,no,low,arc fault detection active
T24,2025-09-02 12:09:44,power,no,low,arc fault detection active
T25,2025-07-26 12:10:57,brake,yes,medium,brake noise level high
T25,2025-05-21 12:10:57,brake,yes,medium,brake noise level high
T25,2025-07-01 12:10:57,brake,yes,medium,brake noise level high
